Date,Pressure
2021/08/03 0:00,998.8,
2021/08/03 0:01,998.8,
2021/08/03 0:02,998.8,
2021/08/03 0:03,998.8,
2021/08/03 0:04,998.8,
2021/08/03 0:05,998.8,
2021/08/03 0:06,998.8,
2021/08/03 0:07,998.8,
2021/08/03 0:08,998.7,
2021/08/03 0:09,998.8,
2021/08/03 0:10,998.8,
2021/08/03 0:11,998.7,
2021/08/03 0:12,998.7,
2021/08/03 0:13,998.7,
2021/08/03 0:14,998.7,
2021/08/03 0:15,998.7,
2021/08/03 0:16,998.7,
2021/08/03 0:17,998.7,
2021/08/03 0:18,998.8,
2021/08/03 0:19,998.8,
2021/08/03 0:20,998.8,
2021/08/03 0:21,998.8,
2021/08/03 0:22,998.8,
2021/08/03 0:23,998.8,
2021/08/03 0:24,998.7,
2021/08/03 0:25,998.7,
2021/08/03 0:26,998.8,
2021/08/03 0:27,998.7,
2021/08/03 0:28,998.7,
2021/08/03 0:29,998.7,
2021/08/03 0:30,998.7,
2021/08/03 0:31,998.7,
2021/08/03 0:32,998.7,
2021/08/03 0:33,998.7,
2021/08/03 0:34,998.7,
2021/08/03 0:35,998.7,
2021/08/03 0:36,998.7,
2021/08/03 0:37,998.7,
2021/08/03 0:38,998.7,
2021/08/03 0:39,998.7,
2021/08/03 0:40,998.7,
2021/08/03 0:41,998.7,
2021/08/03 0:42,998.7,
2021/08/03 0:43,998.7,
2021/08/03 0:44,998.7,
2021/08/03 0:45,998.6,
2021/08/03 0:46,998.6,
2021/08/03 0:47,998.6,
2021/08/03 0:48,998.6,
2021/08/03 0:49,998.6,
2021/08/03 0:50,998.6,
2021/08/03 0:51,998.6,
2021/08/03 0:52,998.6,
2021/08/03 0:53,998.6,
2021/08/03 0:54,998.5,
2021/08/03 0:55,998.5,
2021/08/03 0:56,998.5,
2021/08/03 0:57,998.5,
2021/08/03 0:58,998.5,
2021/08/03 0:59,998.4,
2021/08/03 1:00,998.4,
2021/08/03 1:01,998.3,
2021/08/03 1:02,998.3,
2021/08/03 1:03,998.3,
2021/08/03 1:04,998.3,
2021/08/03 1:05,998.3,
2021/08/03 1:06,998.3,
2021/08/03 1:07,998.3,
2021/08/03 1:08,998.3,
2021/08/03 1:09,998.3,
2021/08/03 1:10,998.3,
2021/08/03 1:11,998.3,
2021/08/03 1:12,998.3,
2021/08/03 1:13,998.3,
2021/08/03 1:14,998.3,
2021/08/03 1:15,998.3,
2021/08/03 1:16,998.3,
2021/08/03 1:17,998.3,
2021/08/03 1:18,998.3,
2021/08/03 1:19,998.2,
2021/08/03 1:20,998.2,
2021/08/03 1:21,998.2,
2021/08/03 1:22,998.2,
2021/08/03 1:23,998.2,
2021/08/03 1:24,998.2,
2021/08/03 1:25,998.2,
2021/08/03 1:26,998.3,
2021/08/03 1:27,998.3,
2021/08/03 1:28,998.3,
2021/08/03 1:29,998.3,
2021/08/03 1:30,998.3,
2021/08/03 1:31,998.3,
2021/08/03 1:32,998.3,
2021/08/03 1:33,998.3,
2021/08/03 1:34,998.3,
2021/08/03 1:35,998.3,
2021/08/03 1:36,998.3,
2021/08/03 1:37,998.3,
2021/08/03 1:38,998.3,
2021/08/03 1:39,998.3,
2021/08/03 1:40,998.3,
2021/08/03 1:41,998.3,
2021/08/03 1:42,998.3,
2021/08/03 1:43,998.3,
2021/08/03 1:44,998.3,
2021/08/03 1:45,998.3,
2021/08/03 1:46,998.3,
2021/08/03 1:47,998.3,
2021/08/03 1:48,998.2,
2021/08/03 1:49,998.2,
2021/08/03 1:50,998.2,
2021/08/03 1:51,998.2,
2021/08/03 1:52,998.2,
2021/08/03 1:53,998.2,
2021/08/03 1:54,998.2,
2021/08/03 1:55,998.2,
2021/08/03 1:56,998.2,
2021/08/03 1:57,998.1,
2021/08/03 1:58,998.1,
2021/08/03 1:59,998.1,
2021/08/03 2:00,998.1,
2021/08/03 2:01,998.1,
2021/08/03 2:02,998.1,
2021/08/03 2:03,998.1,
2021/08/03 2:04,998.1,
2021/08/03 2:05,998.0,
2021/08/03 2:06,998.0,
2021/08/03 2:07,998.0,
2021/08/03 2:08,998.0,
2021/08/03 2:09,997.9,
2021/08/03 2:10,997.9,
2021/08/03 2:11,997.9,
2021/08/03 2:12,997.9,
2021/08/03 2:13,997.9,
2021/08/03 2:14,997.8,
2021/08/03 2:15,997.8,
2021/08/03 2:16,997.8,
2021/08/03 2:17,997.8,
2021/08/03 2:18,997.7,
2021/08/03 2:19,997.7,
2021/08/03 2:20,997.7,
2021/08/03 2:21,997.7,
2021/08/03 2:22,997.8,
2021/08/03 2:23,997.7,
2021/08/03 2:24,997.7,
2021/08/03 2:25,997.7,
2021/08/03 2:26,997.7,
2021/08/03 2:27,997.7,
2021/08/03 2:28,997.7,
2021/08/03 2:29,997.7,
2021/08/03 2:30,997.8,
2021/08/03 2:31,997.7,
2021/08/03 2:32,997.7,
2021/08/03 2:33,997.8,
2021/08/03 2:34,997.7,
2021/08/03 2:35,997.8,
2021/08/03 2:36,997.7,
2021/08/03 2:37,997.7,
2021/08/03 2:38,997.7,
2021/08/03 2:39,997.7,
2021/08/03 2:40,997.7,
2021/08/03 2:41,997.7,
2021/08/03 2:42,997.7,
2021/08/03 2:43,997.7,
2021/08/03 2:44,997.7,
2021/08/03 2:45,997.7,
2021/08/03 2:46,997.7,
2021/08/03 2:47,997.7,
2021/08/03 2:48,997.7,
2021/08/03 2:49,997.7,
2021/08/03 2:50,997.7,
2021/08/03 2:51,997.7,
2021/08/03 2:52,997.7,
2021/08/03 2:53,997.7,
2021/08/03 2:54,997.7,
2021/08/03 2:55,997.7,
2021/08/03 2:56,997.7,
2021/08/03 2:57,997.7,
2021/08/03 2:58,997.7,
2021/08/03 2:59,997.7,
2021/08/03 3:00,997.7,
2021/08/03 3:01,997.7,
2021/08/03 3:02,997.7,
2021/08/03 3:03,997.7,
2021/08/03 3:04,997.7,
2021/08/03 3:05,997.7,
2021/08/03 3:06,997.7,
2021/08/03 3:07,997.7,
2021/08/03 3:08,997.7,
2021/08/03 3:09,997.7,
2021/08/03 3:10,997.7,
2021/08/03 3:11,997.7,
2021/08/03 3:12,997.6,
2021/08/03 3:13,997.6,
2021/08/03 3:14,997.6,
2021/08/03 3:15,997.6,
2021/08/03 3:16,997.6,
2021/08/03 3:17,997.6,
2021/08/03 3:18,997.6,
2021/08/03 3:19,997.6,
2021/08/03 3:20,997.6,
2021/08/03 3:21,997.5,
2021/08/03 3:22,997.5,
2021/08/03 3:23,997.5,
2021/08/03 3:24,997.5,
2021/08/03 3:25,997.5,
2021/08/03 3:26,997.5,
2021/08/03 3:27,997.5,
2021/08/03 3:28,997.5,
2021/08/03 3:29,997.5,
2021/08/03 3:30,997.5,
2021/08/03 3:31,997.5,
2021/08/03 3:32,997.5,
2021/08/03 3:33,997.5,
2021/08/03 3:34,997.5,
2021/08/03 3:35,997.5,
2021/08/03 3:36,997.5,
2021/08/03 3:37,997.5,
2021/08/03 3:38,997.5,
2021/08/03 3:39,997.5,
2021/08/03 3:40,997.5,
2021/08/03 3:41,997.5,
2021/08/03 3:42,997.4,
2021/08/03 3:43,997.4,
2021/08/03 3:44,997.4,
2021/08/03 3:45,997.4,
2021/08/03 3:46,997.4,
2021/08/03 3:47,997.3,
2021/08/03 3:48,997.3,
2021/08/03 3:49,997.2,
2021/08/03 3:50,997.2,
2021/08/03 3:51,997.2,
2021/08/03 3:52,997.2,
2021/08/03 3:53,997.2,
2021/08/03 3:54,997.2,
2021/08/03 3:55,997.2,
2021/08/03 3:56,997.2,
2021/08/03 3:57,997.2,
2021/08/03 3:58,997.2,
2021/08/03 3:59,997.1,
