Date,Pressure
2021/07/29 0:00,999.7,
2021/07/29 0:01,999.7,
2021/07/29 0:02,999.7,
2021/07/29 0:03,999.7,
2021/07/29 0:04,999.7,
2021/07/29 0:05,999.7,
2021/07/29 0:06,999.7,
2021/07/29 0:07,999.7,
2021/07/29 0:08,999.7,
2021/07/29 0:09,999.7,
2021/07/29 0:10,999.7,
2021/07/29 0:11,999.7,
2021/07/29 0:12,999.7,
2021/07/29 0:13,999.7,
2021/07/29 0:14,999.7,
2021/07/29 0:15,999.6,
2021/07/29 0:16,999.6,
2021/07/29 0:17,999.6,
2021/07/29 0:18,999.6,
2021/07/29 0:19,999.6,
2021/07/29 0:20,999.6,
2021/07/29 0:21,999.6,
2021/07/29 0:22,999.6,
2021/07/29 0:23,999.6,
2021/07/29 0:24,999.7,
2021/07/29 0:25,999.7,
2021/07/29 0:26,999.6,
2021/07/29 0:27,999.6,
2021/07/29 0:28,999.6,
2021/07/29 0:29,999.6,
2021/07/29 0:30,999.6,
2021/07/29 0:31,999.6,
2021/07/29 0:32,999.5,
2021/07/29 0:33,999.5,
2021/07/29 0:34,999.5,
2021/07/29 0:35,999.5,
2021/07/29 0:36,999.5,
2021/07/29 0:37,999.5,
2021/07/29 0:38,999.5,
2021/07/29 0:39,999.5,
2021/07/29 0:40,999.5,
2021/07/29 0:41,999.5,
2021/07/29 0:42,999.5,
2021/07/29 0:43,999.5,
2021/07/29 0:44,999.5,
2021/07/29 0:45,999.5,
2021/07/29 0:46,999.5,
2021/07/29 0:47,999.5,
2021/07/29 0:48,999.5,
2021/07/29 0:49,999.5,
2021/07/29 0:50,999.5,
2021/07/29 0:51,999.5,
2021/07/29 0:52,999.5,
2021/07/29 0:53,999.5,
2021/07/29 0:54,999.5,
2021/07/29 0:55,999.3,
2021/07/29 0:56,999.3,
2021/07/29 0:57,999.3,
2021/07/29 0:58,999.3,
2021/07/29 0:59,999.3,
2021/07/29 1:00,999.3,
2021/07/29 1:01,999.2,
2021/07/29 1:02,999.2,
2021/07/29 1:03,999.2,
2021/07/29 1:04,999.2,
2021/07/29 1:05,999.2,
2021/07/29 1:06,999.2,
2021/07/29 1:07,999.2,
2021/07/29 1:08,999.2,
2021/07/29 1:09,999.2,
2021/07/29 1:10,999.2,
2021/07/29 1:11,999.2,
2021/07/29 1:12,999.2,
2021/07/29 1:13,999.2,
2021/07/29 1:14,999.2,
2021/07/29 1:15,999.2,
2021/07/29 1:16,999.2,
2021/07/29 1:17,999.2,
2021/07/29 1:18,999.2,
2021/07/29 1:19,999.2,
2021/07/29 1:20,999.2,
2021/07/29 1:21,999.2,
2021/07/29 1:22,999.2,
2021/07/29 1:23,999.2,
2021/07/29 1:24,999.2,
2021/07/29 1:25,999.2,
2021/07/29 1:26,999.2,
2021/07/29 1:27,999.2,
2021/07/29 1:28,999.2,
2021/07/29 1:29,999.2,
2021/07/29 1:30,999.2,
2021/07/29 1:31,999.2,
2021/07/29 1:32,999.2,
2021/07/29 1:33,999.2,
2021/07/29 1:34,999.2,
2021/07/29 1:35,999.2,
2021/07/29 1:36,999.2,
2021/07/29 1:37,999.2,
2021/07/29 1:38,999.2,
2021/07/29 1:39,999.2,
2021/07/29 1:40,999.2,
2021/07/29 1:41,999.2,
2021/07/29 1:42,999.2,
2021/07/29 1:43,999.2,
2021/07/29 1:44,999.2,
2021/07/29 1:45,999.2,
2021/07/29 1:46,999.2,
2021/07/29 1:47,999.2,
2021/07/29 1:48,999.2,
2021/07/29 1:49,999.1,
2021/07/29 1:50,999.1,
2021/07/29 1:51,999.1,
