Date,Pressure
2021/08/11 0:00,1006.8,
2021/08/11 0:01,1006.8,
2021/08/11 0:02,1006.8,
2021/08/11 0:03,1006.8,
2021/08/11 0:04,1006.8,
2021/08/11 0:05,1006.8,
2021/08/11 0:06,1006.8,
2021/08/11 0:07,1006.8,
2021/08/11 0:08,1007.0,
2021/08/11 0:09,1007.0,
2021/08/11 0:10,1007.0,
2021/08/11 0:11,1006.8,
2021/08/11 0:12,1007.0,
2021/08/11 0:13,1006.8,
2021/08/11 0:14,1007.0,
2021/08/11 0:15,1007.0,
2021/08/11 0:16,1007.0,
2021/08/11 0:17,1007.0,
2021/08/11 0:18,1007.0,
2021/08/11 0:19,1007.0,
2021/08/11 0:20,1007.0,
2021/08/11 0:21,1007.0,
2021/08/11 0:22,1007.0,
2021/08/11 0:23,1007.0,
2021/08/11 0:24,1007.0,
2021/08/11 0:25,1007.0,
2021/08/11 0:26,1007.0,
2021/08/11 0:27,1007.0,
2021/08/11 0:28,1007.0,
2021/08/11 0:29,1007.0,
2021/08/11 0:30,1007.0,
2021/08/11 0:31,1007.0,
2021/08/11 0:32,1007.0,
2021/08/11 0:33,1007.0,
2021/08/11 0:34,1007.0,
2021/08/11 0:35,1007.0,
2021/08/11 0:36,1007.0,
2021/08/11 0:37,1007.0,
2021/08/11 0:38,1007.0,
2021/08/11 0:39,1007.0,
2021/08/11 0:40,1007.0,
2021/08/11 0:41,1006.8,
2021/08/11 0:42,1006.8,
2021/08/11 0:43,1006.8,
2021/08/11 0:44,1006.8,
2021/08/11 0:45,1006.8,
2021/08/11 0:46,1006.8,
2021/08/11 0:47,1006.8,
2021/08/11 0:48,1006.7,
2021/08/11 0:49,1006.7,
2021/08/11 0:50,1006.6,
2021/08/11 0:51,1006.6,
2021/08/11 0:52,1006.6,
2021/08/11 0:53,1006.6,
2021/08/11 0:54,1006.5,
2021/08/11 0:55,1006.5,
2021/08/11 0:56,1006.3,
2021/08/11 0:57,1006.5,
2021/08/11 0:58,1006.3,
2021/08/11 0:59,1006.3,
2021/08/11 1:00,1006.3,
2021/08/11 1:01,1006.3,
2021/08/11 1:02,1006.3,
2021/08/11 1:03,1006.3,
2021/08/11 1:04,1006.3,
2021/08/11 1:05,1006.3,
2021/08/11 1:06,1006.3,
2021/08/11 1:07,1006.5,
2021/08/11 1:08,1006.5,
2021/08/11 1:09,1006.5,
2021/08/11 1:10,1006.6,
2021/08/11 1:11,1006.6,
2021/08/11 1:12,1006.6,
2021/08/11 1:13,1006.7,
2021/08/11 1:14,1006.7,
2021/08/11 1:15,1006.7,
2021/08/11 1:16,1006.7,
2021/08/11 1:17,1006.7,
2021/08/11 1:18,1006.7,
2021/08/11 1:19,1006.7,
2021/08/11 1:20,1006.6,
2021/08/11 1:21,1006.6,
2021/08/11 1:22,1006.6,
2021/08/11 1:23,1006.7,
2021/08/11 1:24,1006.7,
2021/08/11 1:25,1006.7,
2021/08/11 1:26,1006.7,
2021/08/11 1:27,1006.7,
2021/08/11 1:28,1006.7,
2021/08/11 1:29,1006.7,
2021/08/11 1:30,1006.6,
2021/08/11 1:31,1006.6,
2021/08/11 1:32,1006.6,
2021/08/11 1:33,1006.6,
2021/08/11 1:34,1006.6,
2021/08/11 1:35,1006.6,
2021/08/11 1:36,1006.6,
2021/08/11 1:37,1006.6,
2021/08/11 1:38,1006.5,
2021/08/11 1:39,1006.5,
2021/08/11 1:40,1006.5,
2021/08/11 1:41,1006.5,
2021/08/11 1:42,1006.5,
2021/08/11 1:43,1006.5,
2021/08/11 1:44,1006.6,
2021/08/11 1:45,1006.6,
2021/08/11 1:46,1006.6,
2021/08/11 1:47,1006.6,
2021/08/11 1:48,1006.7,
2021/08/11 1:49,1006.7,
2021/08/11 1:50,1006.7,
2021/08/11 1:51,1006.7,
2021/08/11 1:52,1006.7,
2021/08/11 1:53,1006.7,
2021/08/11 1:54,1006.7,
2021/08/11 1:55,1006.7,
2021/08/11 1:56,1006.7,
2021/08/11 1:57,1006.7,
2021/08/11 1:58,1006.7,
2021/08/11 1:59,1006.7,
2021/08/11 2:00,1006.7,
2021/08/11 2:01,1006.7,
2021/08/11 2:02,1006.8,
2021/08/11 2:03,1006.7,
2021/08/11 2:04,1006.7,
2021/08/11 2:05,1006.8,
2021/08/11 2:06,1006.8,
2021/08/11 2:07,1006.8,
2021/08/11 2:08,1006.8,
2021/08/11 2:09,1006.8,
2021/08/11 2:10,1006.8,
2021/08/11 2:11,1006.8,
2021/08/11 2:12,1006.8,
2021/08/11 2:13,1006.8,
2021/08/11 2:14,1006.8,
2021/08/11 2:15,1006.8,
2021/08/11 2:16,1006.8,
2021/08/11 2:17,1007.0,
2021/08/11 2:18,1007.0,
2021/08/11 2:19,1007.0,
2021/08/11 2:20,1007.0,
2021/08/11 2:21,1007.0,
