Date,Pressure
2021/08/04 0:00,998.1,
2021/08/04 0:01,998.1,
2021/08/04 0:02,998.1,
2021/08/04 0:03,998.1,
2021/08/04 0:04,998.1,
2021/08/04 0:05,998.2,
2021/08/04 0:06,998.1,
2021/08/04 0:07,998.2,
2021/08/04 0:08,998.1,
2021/08/04 0:09,998.2,
2021/08/04 0:10,998.2,
2021/08/04 0:11,998.2,
2021/08/04 0:12,998.2,
2021/08/04 0:13,998.2,
2021/08/04 0:14,998.2,
2021/08/04 0:15,998.2,
2021/08/04 0:16,998.2,
2021/08/04 0:17,998.2,
2021/08/04 0:18,998.1,
2021/08/04 0:19,998.1,
2021/08/04 0:20,998.1,
2021/08/04 0:21,998.1,
2021/08/04 0:22,998.1,
2021/08/04 0:23,998.1,
2021/08/04 0:24,998.1,
2021/08/04 0:25,998.1,
2021/08/04 0:26,998.1,
2021/08/04 0:27,998.1,
2021/08/04 0:28,998.1,
2021/08/04 0:29,998.1,
2021/08/04 0:30,998.0,
2021/08/04 0:31,998.0,
2021/08/04 0:32,998.0,
2021/08/04 0:33,998.0,
2021/08/04 0:34,998.0,
2021/08/04 0:35,998.0,
2021/08/04 0:36,998.0,
2021/08/04 0:37,998.0,
2021/08/04 0:38,998.0,
2021/08/04 0:39,998.0,
2021/08/04 0:40,998.0,
2021/08/04 0:41,998.0,
2021/08/04 0:42,998.0,
2021/08/04 0:43,998.0,
2021/08/04 0:44,998.0,
2021/08/04 0:45,998.0,
2021/08/04 0:46,998.0,
2021/08/04 0:47,997.9,
2021/08/04 0:48,997.9,
2021/08/04 0:49,997.9,
2021/08/04 0:50,997.9,
2021/08/04 0:51,997.9,
2021/08/04 0:52,997.9,
2021/08/04 0:53,997.8,
2021/08/04 0:54,997.8,
2021/08/04 0:55,997.8,
2021/08/04 0:56,997.8,
2021/08/04 0:57,997.7,
2021/08/04 0:58,997.7,
2021/08/04 0:59,997.7,
2021/08/04 1:00,997.7,
2021/08/04 1:01,997.7,
2021/08/04 1:02,997.7,
2021/08/04 1:03,997.7,
2021/08/04 1:04,997.7,
2021/08/04 1:05,997.7,
2021/08/04 1:06,997.7,
2021/08/04 1:07,997.7,
2021/08/04 1:08,997.7,
2021/08/04 1:09,997.7,
2021/08/04 1:10,997.7,
2021/08/04 1:11,997.7,
2021/08/04 1:12,997.6,
2021/08/04 1:13,997.6,
2021/08/04 1:14,997.6,
2021/08/04 1:15,997.6,
2021/08/04 1:16,997.6,
2021/08/04 1:17,997.5,
2021/08/04 1:18,997.5,
2021/08/04 1:19,997.5,
2021/08/04 1:20,997.5,
2021/08/04 1:21,997.5,
2021/08/04 1:22,997.4,
2021/08/04 1:23,997.4,
2021/08/04 1:24,997.4,
2021/08/04 1:25,997.4,
2021/08/04 1:26,997.3,
2021/08/04 1:27,997.3,
2021/08/04 1:28,997.3,
2021/08/04 1:29,997.3,
2021/08/04 1:30,997.3,
2021/08/04 1:31,997.3,
2021/08/04 1:32,997.2,
2021/08/04 1:33,997.2,
2021/08/04 1:34,997.2,
2021/08/04 1:35,997.2,
2021/08/04 1:36,997.2,
2021/08/04 1:37,997.2,
2021/08/04 1:38,997.2,
2021/08/04 1:39,997.2,
2021/08/04 1:40,997.2,
2021/08/04 1:41,997.2,
2021/08/04 1:42,997.2,
2021/08/04 1:43,997.2,
2021/08/04 1:44,997.2,
2021/08/04 1:45,997.2,
2021/08/04 1:46,997.3,
2021/08/04 1:47,997.2,
2021/08/04 1:48,997.2,
2021/08/04 1:49,997.2,
2021/08/04 1:50,997.2,
2021/08/04 1:51,997.2,
2021/08/04 1:52,997.2,
2021/08/04 1:53,997.2,
2021/08/04 1:54,997.2,
2021/08/04 1:55,997.1,
2021/08/04 1:56,997.1,
2021/08/04 1:57,997.1,
2021/08/04 1:58,997.1,
2021/08/04 1:59,997.1,
2021/08/04 2:00,997.1,
2021/08/04 2:01,997.1,
2021/08/04 2:02,997.1,
2021/08/04 2:03,997.1,
2021/08/04 2:04,997.1,
2021/08/04 2:05,997.1,
2021/08/04 2:06,997.1,
2021/08/04 2:07,997.0,
2021/08/04 2:08,997.0,
2021/08/04 2:09,997.0,
2021/08/04 2:10,997.0,
2021/08/04 2:11,997.0,
2021/08/04 2:12,996.9,
2021/08/04 2:13,996.9,
2021/08/04 2:14,996.9,
2021/08/04 2:15,996.9,
2021/08/04 2:16,996.9,
2021/08/04 2:17,996.9,
2021/08/04 2:18,996.9,
2021/08/04 2:19,996.9,
2021/08/04 2:20,996.9,
2021/08/04 2:21,996.9,
2021/08/04 2:22,996.9,
2021/08/04 2:23,996.8,
2021/08/04 2:24,996.8,
2021/08/04 2:25,996.7,
2021/08/04 2:26,996.7,
2021/08/04 2:27,996.6,
2021/08/04 2:28,996.7,
2021/08/04 2:29,996.6,
2021/08/04 2:30,996.6,
2021/08/04 2:31,996.6,
2021/08/04 2:32,996.6,
2021/08/04 2:33,996.6,
2021/08/04 2:34,996.6,
2021/08/04 2:35,996.6,
2021/08/04 2:36,996.6,
2021/08/04 2:37,996.6,
2021/08/04 2:38,996.6,
2021/08/04 2:39,996.6,
2021/08/04 2:40,996.7,
2021/08/04 2:41,996.7,
2021/08/04 2:42,996.7,
2021/08/04 2:43,996.7,
2021/08/04 2:44,996.8,
2021/08/04 2:45,996.8,
2021/08/04 2:46,996.7,
2021/08/04 2:47,996.7,
2021/08/04 2:48,996.7,
2021/08/04 2:49,996.8,
2021/08/04 2:50,996.8,
2021/08/04 2:51,996.7,
2021/08/04 2:52,996.7,
2021/08/04 2:53,996.7,
2021/08/04 2:54,996.7,
2021/08/04 2:55,996.7,
2021/08/04 2:56,996.7,
2021/08/04 2:57,996.7,
2021/08/04 2:58,996.7,
2021/08/04 2:59,996.7,
2021/08/04 3:00,996.7,
2021/08/04 3:01,996.7,
2021/08/04 3:02,996.6,
2021/08/04 3:03,996.6,
2021/08/04 3:04,996.6,
2021/08/04 3:05,996.6,
2021/08/04 3:06,996.5,
2021/08/04 3:07,996.5,
2021/08/04 3:08,996.5,
2021/08/04 3:09,996.5,
2021/08/04 3:10,996.5,
2021/08/04 3:11,996.5,
2021/08/04 3:12,996.5,
2021/08/04 3:13,996.6,
2021/08/04 3:14,996.6,
2021/08/04 3:15,996.6,
2021/08/04 3:16,996.6,
2021/08/04 3:17,996.6,
2021/08/04 3:18,996.6,
2021/08/04 3:19,996.6,
2021/08/04 3:20,996.6,
2021/08/04 3:21,996.6,
2021/08/04 3:22,996.5,
2021/08/04 3:23,996.5,
2021/08/04 3:24,996.5,
2021/08/04 3:25,996.5,
2021/08/04 3:26,996.5,
2021/08/04 3:27,996.5,
2021/08/04 3:28,996.5,
2021/08/04 3:29,996.5,
2021/08/04 3:30,996.5,
2021/08/04 3:31,996.5,
2021/08/04 3:32,996.5,
2021/08/04 3:33,996.6,
2021/08/04 3:34,996.5,
2021/08/04 3:35,996.5,
2021/08/04 3:36,996.5,
2021/08/04 3:37,996.5,
2021/08/04 3:38,996.6,
2021/08/04 3:39,996.6,
2021/08/04 3:40,996.6,
2021/08/04 3:41,996.6,
2021/08/04 3:42,996.6,
2021/08/04 3:43,996.6,
2021/08/04 3:44,996.6,
2021/08/04 3:45,996.6,
2021/08/04 3:46,996.6,
2021/08/04 3:47,996.6,
2021/08/04 3:48,996.6,
2021/08/04 3:49,996.6,
2021/08/04 3:50,996.6,
2021/08/04 3:51,996.6,
2021/08/04 3:52,996.6,
2021/08/04 3:53,996.6,
2021/08/04 3:54,996.6,
2021/08/04 3:55,996.6,
