Date,Pressure
2021/07/26 0:00,1000.6,
2021/07/26 0:01,1000.6,
2021/07/26 0:02,1000.6,
2021/07/26 0:03,1000.6,
2021/07/26 0:04,1000.6,
2021/07/26 0:05,1000.6,
2021/07/26 0:06,1000.6,
2021/07/26 0:07,1000.6,
2021/07/26 0:08,1000.6,
2021/07/26 0:09,1000.6,
2021/07/26 0:10,1000.6,
2021/07/26 0:11,1000.6,
2021/07/26 0:12,1000.6,
2021/07/26 0:13,1000.6,
2021/07/26 0:14,1000.6,
2021/07/26 0:15,1000.6,
2021/07/26 0:16,1000.6,
2021/07/26 0:17,1000.6,
2021/07/26 0:18,1000.6,
2021/07/26 0:19,1000.6,
2021/07/26 0:20,1000.6,
2021/07/26 0:21,1000.5,
2021/07/26 0:22,1000.5,
2021/07/26 0:23,1000.5,
2021/07/26 0:24,1000.5,
2021/07/26 0:25,1000.5,
2021/07/26 0:26,1000.5,
2021/07/26 0:27,1000.5,
2021/07/26 0:28,1000.5,
2021/07/26 0:29,1000.5,
2021/07/26 0:30,1000.3,
2021/07/26 0:31,1000.3,
2021/07/26 0:32,1000.3,
2021/07/26 0:33,1000.3,
2021/07/26 0:34,1000.3,
2021/07/26 0:35,1000.3,
2021/07/26 0:36,1000.3,
2021/07/26 0:37,1000.3,
2021/07/26 0:38,1000.3,
2021/07/26 0:39,1000.3,
2021/07/26 0:40,1000.3,
2021/07/26 0:41,1000.3,
2021/07/26 0:42,1000.3,
2021/07/26 0:43,1000.3,
2021/07/26 0:44,1000.2,
2021/07/26 0:45,1000.2,
2021/07/26 0:46,1000.2,
2021/07/26 0:47,1000.2,
2021/07/26 0:48,1000.2,
2021/07/26 0:49,1000.2,
2021/07/26 0:50,1000.1,
2021/07/26 0:51,1000.1,
2021/07/26 0:52,1000.1,
2021/07/26 0:53,1000.1,
2021/07/26 0:54,1000.1,
2021/07/26 0:55,1000.1,
2021/07/26 0:56,1000.1,
2021/07/26 0:57,1000.1,
2021/07/26 0:58,1000.1,
2021/07/26 0:59,1000.1,
2021/07/26 1:00,1000.1,
2021/07/26 1:01,1000.1,
2021/07/26 1:02,1000.1,
2021/07/26 1:03,1000.1,
2021/07/26 1:04,1000.1,
2021/07/26 1:05,1000.1,
2021/07/26 1:06,1000.1,
2021/07/26 1:07,1000.1,
2021/07/26 1:08,1000.0,
2021/07/26 1:09,1000.0,
2021/07/26 1:10,1000.0,
2021/07/26 1:11,999.8,
2021/07/26 1:12,999.8,
2021/07/26 1:13,999.8,
2021/07/26 1:14,999.7,
2021/07/26 1:15,999.7,
2021/07/26 1:16,999.7,
2021/07/26 1:17,999.7,
2021/07/26 1:18,999.7,
2021/07/26 1:19,999.7,
2021/07/26 1:20,999.7,
2021/07/26 1:21,999.7,
