Date,Pressure
2021/07/12 0:00,1011.3,
2021/07/12 0:01,1011.2,
2021/07/12 0:02,1011.2,
2021/07/12 0:03,1011.3,
2021/07/12 0:04,1011.3,
2021/07/12 0:05,1011.2,
2021/07/12 0:06,1011.2,
2021/07/12 0:07,1011.3,
2021/07/12 0:08,1011.2,
2021/07/12 0:09,1011.3,
2021/07/12 0:10,1011.3,
2021/07/12 0:11,1011.3,
2021/07/12 0:12,1011.3,
2021/07/12 0:13,1011.3,
2021/07/12 0:14,1011.3,
2021/07/12 0:15,1011.3,
2021/07/12 0:16,1011.2,
2021/07/12 0:17,1011.2,
2021/07/12 0:18,1011.2,
2021/07/12 0:19,1011.2,
2021/07/12 0:20,1011.1,
2021/07/12 0:21,1011.1,
2021/07/12 0:22,1011.0,
2021/07/12 0:23,1011.1,
2021/07/12 0:24,1011.0,
2021/07/12 0:25,1011.0,
2021/07/12 0:26,1010.8,
2021/07/12 0:27,1010.8,
2021/07/12 0:28,1010.8,
2021/07/12 0:29,1010.8,
2021/07/12 0:30,1010.8,
2021/07/12 0:31,1010.8,
2021/07/12 0:32,1010.8,
2021/07/12 0:33,1010.8,
2021/07/12 0:34,1010.8,
2021/07/12 0:35,1010.8,
2021/07/12 0:36,1010.8,
2021/07/12 0:37,1010.8,
2021/07/12 0:38,1010.8,
2021/07/12 0:39,1010.8,
2021/07/12 0:40,1010.8,
2021/07/12 0:41,1010.8,
2021/07/12 0:42,1010.8,
2021/07/12 0:43,1010.8,
2021/07/12 0:44,1010.8,
2021/07/12 0:45,1010.8,
2021/07/12 0:46,1010.7,
2021/07/12 0:47,1010.7,
2021/07/12 0:48,1010.8,
2021/07/12 0:49,1010.7,
2021/07/12 0:50,1010.8,
2021/07/12 0:51,1010.8,
2021/07/12 0:52,1010.8,
2021/07/12 0:53,1010.8,
2021/07/12 0:54,1010.7,
2021/07/12 0:55,1010.7,
2021/07/12 0:56,1010.8,
2021/07/12 0:57,1010.7,
2021/07/12 0:58,1010.7,
2021/07/12 0:59,1010.7,
2021/07/12 1:00,1010.7,
2021/07/12 1:01,1010.7,
2021/07/12 1:02,1010.7,
2021/07/12 1:03,1010.7,
2021/07/12 1:04,1010.7,
2021/07/12 1:05,1010.7,
2021/07/12 1:06,1010.7,
2021/07/12 1:07,1010.7,
2021/07/12 1:08,1010.7,
2021/07/12 1:09,1010.7,
2021/07/12 1:10,1010.7,
2021/07/12 1:11,1010.7,
2021/07/12 1:12,1010.7,
2021/07/12 1:13,1010.7,
2021/07/12 1:14,1010.7,
2021/07/12 1:15,1010.7,
2021/07/12 1:16,1010.7,
2021/07/12 1:17,1010.7,
2021/07/12 1:18,1010.7,
2021/07/12 1:19,1010.7,
2021/07/12 1:20,1010.7,
2021/07/12 1:21,1010.7,
2021/07/12 1:22,1010.7,
2021/07/12 1:23,1010.7,
2021/07/12 1:24,1010.6,
2021/07/12 1:25,1010.7,
2021/07/12 1:26,1010.6,
2021/07/12 1:27,1010.6,
2021/07/12 1:28,1010.6,
2021/07/12 1:29,1010.6,
2021/07/12 1:30,1010.6,
2021/07/12 1:31,1010.6,
2021/07/12 1:32,1010.6,
2021/07/12 1:33,1010.6,
2021/07/12 1:34,1010.6,
2021/07/12 1:35,1010.6,
2021/07/12 1:36,1010.6,
2021/07/12 1:37,1010.5,
2021/07/12 1:38,1010.3,
2021/07/12 1:39,1010.5,
2021/07/12 1:40,1010.5,
2021/07/12 1:41,1010.3,
2021/07/12 1:42,1010.5,
2021/07/12 1:43,1010.5,
2021/07/12 1:44,1010.5,
2021/07/12 1:45,1010.5,
2021/07/12 1:46,1010.5,
2021/07/12 1:47,1010.3,
2021/07/12 1:48,1010.3,
2021/07/12 1:49,1010.3,
2021/07/12 1:50,1010.3,
2021/07/12 1:51,1010.3,
2021/07/12 1:52,1010.3,
2021/07/12 1:53,1010.3,
